CNES;Latitude_Nova;Longitude_Nova;Endereco_Google;Qualidade_Busca
60208;-23.0225942;-44.3424205;Av. Vereador Benedito Adelino, 2629 - Praia Grande, Angra dos Reis - RJ, 23909-200, Brazil;ROOFTOP
60240;-23.0079527;-44.3184269;R. da Conceição, 244 - sala 102 - Centro, Angra dos Reis - RJ, 23990-435, Brazil;ROOFTOP
61204;-22.9846104;-43.2043117;R. Visc. de Pirajá, 303 - Ipanema, Rio de Janeiro - RJ, 22410-001, Brazil;ROOFTOP
61514;-13.5998397;-39.1073795;Praça da Quiosque, Nilo Peçanha - BA, 45440-000, Brazil;GEOMETRIC_CENTER
61573;-22.6410863;-47.0456436;Av. das Tulípas, 104, Holambra - SP, 13825-000, Brazil;RANGE_INTERPOLATED
61581;-22.4238207;-45.4591963;R. Benedito Pereira, 53 - Morro Chic, Itajubá - MG, 37500-068, Brazil;ROOFTOP
61611;-22.4205684;-45.4535818;R. Pref. Tigre Maia, 244 - Pinheirinho, Itajubá - MG, 37500-019, Brazil;RANGE_INTERPOLATED
62200;-13.2684006;-39.66123710000001;R. Joaquim Távora, 247 - Ubaíra, BA, 45310-000, Brazil;ROOFTOP
62545;-22.90297;-43.1155243;R. Miguel de Frias, 51 - Icaraí, Niterói - RJ, 24220-008, Brazil;ROOFTOP
63126;-23.5589506;-46.569514;Av. Reg. Feijó, 944 - Vila Formosa, São Paulo - SP, 03342-000, Brazil;ROOFTOP
63258;-23.5663247;-46.5113679;Av. Rio das Pedras, 1345 - Jardim Aricanduva, São Paulo - SP, 03453-100, Brazil;ROOFTOP
63746;-23.5597532;-46.5198717;Av. Rio das Pedras, 207 - Jardim Aricanduva, São Paulo - SP, 03452-000, Brazil;ROOFTOP
64122;-23.6950066;-46.5567269;R. Adriático, 19 - Jardim do Mar, São Bernardo do Campo - SP, 09725-670, Brazil;ROOFTOP
64637;-20.7793321;-45.26518799999999;R. Araçá, 155, Candeias - MG, 37280-000, Brazil;RANGE_INTERPOLATED
65331;-23.2031758;-46.8844395;R. Itália, 26 - Jardim Bonfiglioli, Jundiaí - SP, 13207-280, Brazil;ROOFTOP
66893;-2.4244954;-54.7194906;Tv. Sete de Setembro, 611 - Centro, Santarém - PA, 68040-610, Brazil;ROOFTOP
67512;-23.5667959;-46.5109449;Av. Rio das Pedras, 1421 - Jardim Aricanduva, São Paulo - SP, 03453-100, Brazil;ROOFTOP
67636;-23.2033535;-46.8904364;R. Messina, 500 - Jardim Messina, Jundiaí - SP, 13207-480, Brazil;ROOFTOP
67911;-24.5305169;-47.85573220000001;Rod. Régis Bittencourt, KM 449, Registro - SP, 11900-000, Brazil;ROOFTOP
68373;-5.8663117;-45.97559320000001;Zona Rural, Grajaú - MA, 65940-000, Brazil;GEOMETRIC_CENTER
68489;-2.493745;-44.2674344;Av. dos Holandeses, 13 - Calhau, São Luís - MA, 65071-380, Brazil;ROOFTOP
68691;-16.6862321;-49.2548509;R. 84, 414 - St. Sul, Goiânia - GO, 74080-400, Brazil;ROOFTOP
69213;-19.7921225;-43.9320587;Av. Brasília - São Benedito, Santa Luzia - MG, 33120-563, Brazil;GEOMETRIC_CENTER
69256;-23.6882853;-46.5428546;Av. Getúlio Vargas, 1623 - sala 11 - Baeta Neves, São Bernardo do Campo - SP, 09751-251, Brazil;ROOFTOP
69949;-9.661857099999999;-35.707163;R. Durval Guimarães, 183 - Ponta Verde, Maceió - AL, 57035-060, Brazil;ROOFTOP
70157;-29.6081282;-52.1914381;R. Jacob Becker, 1351 - Centro, Venâncio Aires - RS, 95800-000, Brazil;ROOFTOP
70971;-22.9779252;-43.1913904;R. Miguel Lemos, 53 - Copacabana, Rio de Janeiro - RJ, 22071-001, Brazil;ROOFTOP
70998;-23.0201275;-43.4861673;Av. das Américas, 19005 - Torre 1 - Sala 1311 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-703, Brazil;ROOFTOP
71021;-22.9095239;-43.1747789;R. México, 90 - Centro, Rio de Janeiro - RJ, 20031-141, Brazil;ROOFTOP
71064;-22.9838972;-43.2045529;R. Visc. de Pirajá, 330 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
71412;-8.0642172;-34.8985005;Real Hospital Português de Beneficência - Av. Gov. Agamenon Magalhães, 4760 - Paissandu, Recife - PE, 52010-040, Brazil;ROOFTOP
71773;-14.4527634;-56.8028257;R. Domingos de Deus da Silva - Centro, Nortelândia - MT, 78430-000, Brazil;GEOMETRIC_CENTER
72389;-23.6916665;-46.44837709999999;R. Havana, 13 - Parque das Américas, Mauá - SP, 09351-020, Brazil;ROOFTOP
73989;-20.2479376;-40.2665322;Av. José Moreira Martins Rato, Bairro - 290 - De Fátima, Serra - ES, 29160-790, Brazil;ROOFTOP
73997;-22.8244802;-43.3781911;R. Cel. Moreira César, 26 - Pavuna, Niterói - RJ, 21655-180, Brazil;ROOFTOP
75434;-23.4851681;-46.8570114;Av. Copacabana, 112 - Empresarial 18 do Forte, Barueri - SP, 13104-082, Brazil;ROOFTOP
77712;-10.8947918;-37.0950909;Av. Centenário, 594 - Bugio, Aracaju - SE, 49090-040, Brazil;ROOFTOP
77917;-26.2323544;-51.0816353;R. Cel. Belarmino, 458 - Centro, Porto União - SC, 89400-000, Brazil;ROOFTOP
78069;-22.9009632;-43.13063349999999;R. Gen. Osório, 59 - São Domingos, Niterói - RJ, 24210-190, Brazil;ROOFTOP
79146;-23.6341752;-46.8113727;Av. Ibirama, 480 - Parque Industrial Daci, Taboão da Serra - SP, 06785-300, Brazil;ROOFTOP
79162;-23.6289295;-46.7921875;Estr. Ten. José Maria da Cunha, 563 - Jardim Record, Taboão da Serra - SP, 06783-230, Brazil;ROOFTOP
79170;-23.6096339;-46.7695725;Av. Vida Nova, 28 - Jardim Maria Rosa, Taboão da Serra - SP, 06764-045, Brazil;ROOFTOP
79189;-23.6096339;-46.7695725;Avenida Vida Nova 28 Centro Empresarial Vida Nova 28 - Chácara Agrindus, Taboão da Serra - SP, 06764-045, Brazil;GEOMETRIC_CENTER
79936;-15.800234;-47.8835804;Sbs Quadra 02 Bloco S N 14 Sal 1 - SHCS Q. 2 - Plano Piloto, Brasília - DF, 70070-120, Brazil;GEOMETRIC_CENTER
81639;-22.9312092;-45.4601962;Av. Albuquerque Lins, 245 - São Benedito, Pindamonhangaba - SP, 12410-732, Brazil;ROOFTOP
81930;3.161434;-59.903035;Bonfim - State of Roraima, 69380-000, Brazil;GEOMETRIC_CENTER
82139;-20.2401833;-40.2748556;Av. João Palácio, 300 - Eurico Salles, Serra - ES, 29160-161, Brazil;ROOFTOP
82260;-27.3432525;-51.6125973;R. Carmelo Zocolli, 150 - Centro Histórico de São Paulo, Capinzal - SC, 89665-000, Brazil;ROOFTOP
82309;-27.3487541;-51.6170176;R. Carmelo Zocolli, 480 - Capinzal, SC, 89665-000, Brazil;ROOFTOP
82376;-23.617994;-46.5738783;R. Joaquim Nabuco, 316 - Santo Antônio, São Caetano do Sul - SP, 09530-120, Brazil;ROOFTOP
82449;-22.9079574;-43.1063946;Condomínio do Centro Clinico Mariz e Barros - Rua Mariz e Barros, 176 - Icaraí, Niterói - RJ, 24220-120, Brazil;ROOFTOP
82686;-23.540547;-46.7029831;R. Cerro Corá, 585 - Vila Madalena, São Paulo - SP, 05061-150, Brazil;ROOFTOP
83267;-19.7649585;-43.853507;R. Boa Vista, 310 - Camelos, Santa Luzia - MG, 33010-470, Brazil;ROOFTOP
84344;-29.2396342;-51.8646318;R. Duque de Caxias, 411 - Centro, Encantado - RS, 95960-000, Brazil;ROOFTOP
85855;-22.9218629;-43.2356409;Avenida Maracanã número 987 Torre 3 sl 1201 - Tijuca, Rio de Janeiro - RJ, 20511-000, Brazil;GEOMETRIC_CENTER
86657;-2.5696738;-44.2334972;Av. Guajajaras, 30 - Tirirical, São Luís - MA, 65055-285, Brazil;ROOFTOP
86886;-12.879893;-42.4868539;Praça Candido Leones Pereira, 223, Ibipitanga - BA, 46540-000, Brazil;RANGE_INTERPOLATED
86959;-23.5161169;-46.7675999;Av. São José, 736 - sala 02 - Ayrosa, Osasco - SP, 06283-120, Brazil;ROOFTOP
87343;-23.6091304;-46.6637351;Av. Aratãs, 284 - Indianópolis, São Paulo - SP, 04081-001, Brazil;ROOFTOP
87378;-23.5615845;-46.660398;Alameda Jaú, 1303 - Jardim Paulista, São Paulo - SP, 01420-005, Brazil;ROOFTOP
88633;-22.9853281;-43.2002169;R. Prudente de Morais, 368 - Ipanema, Rio de Janeiro - RJ, 22420-040, Brazil;ROOFTOP
89427;-22.901441;-43.2812773;R. Constança Barbosa, 188 - Méier, Rio de Janeiro - RJ, 20735-090, Brazil;ROOFTOP
89435;-22.9745544;-43.1889617;Av. Nossa Sra. de Copacabana, 861 - Copacabana, Rio de Janeiro - RJ, 22060-001, Brazil;ROOFTOP
89648;-22.9845092;-43.20562109999999;R. Visc. de Pirajá, 351 - salas 413 e 414 - Ipanema, Rio de Janeiro - RJ, 22410-906, Brazil;ROOFTOP
89877;-30.1085864;-51.2543252;Av. Wenceslau Escobar, 2287 - Cristal, Porto Alegre - RS, 91900-000, Brazil;ROOFTOP
90247;-22.9315062;-43.1787761;Largo do Machado, 29 - Catete, Rio de Janeiro - RJ, 22221-020, Brazil;ROOFTOP
93416;-22.9835859;-43.2115579;Top Center 550 - 13º Piso - Loja 1315 - R. Aníbal de Mendonça, 550 - Ipanema, Rio de Janeiro - RJ, 22410-050, Brazil;ROOFTOP
96431;-23.0055873;-43.314107;Av. Armando Lombardi, 1000 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-000, Brazil;ROOFTOP
96962;-23.0033459;-43.32561889999999;Av. das Américas, 1155 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-000, Brazil;ROOFTOP
97675;-22.9843318;-43.2058474;R. Visc. de Pirajá, 351 - salas 702/703 - Ipanema, Rio de Janeiro - RJ, 22410-906, Brazil;ROOFTOP
100137;-22.984507;-43.2056587;R. Visc. de Pirajá, 351 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
100145;-22.9841907;-43.2059515;R. Visc. de Pirajá, 351 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
100412;-22.9121435;-43.1764506;Rua Do Passeio 38, tower 2, 15th floor. Ed. Passeio Corporate Centro - Centro, Rio de Janeiro - RJ, 20031-202, Brazil;GEOMETRIC_CENTER
100420;-22.968585;-43.1843453;Av. Nossa Sra. de Copacabana, 540 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
100439;-22.968585;-43.1843453;Av. Nossa Sra. de Copacabana, 540 - sala 807 - Copacabana, Rio de Janeiro - RJ, 22020-001, Brazil;ROOFTOP
100498;-20.5013851;-43.86013270000001;Av. Presidente Getúlio Vargas, 99 - Centro, Congonhas - MG, 36410-066, Brazil;ROOFTOP
100706;-22.1212171;-45.5120677;R. Manoel José Enéas, 34, Natércia - MG, 37524-000, Brazil;ROOFTOP
101125;-22.9842381;-43.2115749;R. Visc. de Pirajá, 547 - Ipanema, Rio de Janeiro - RJ, 22410-900, Brazil;ROOFTOP
101133;-22.9843053;-43.199211;R. Visc. de Pirajá, 142 - Ipanema, Rio de Janeiro - RJ, 22410-000, Brazil;ROOFTOP
101249;-22.9841907;-43.2059515;R. Visc. de Pirajá, 351 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
101265;-22.9484183;-43.1874663;R. Barão de Lucena, 48 - Botafogo, Rio de Janeiro - RJ, 22260-020, Brazil;ROOFTOP
101303;-22.9204433;-43.3681767;Av. Nelson Cardoso, 795 - Taquara, Rio de Janeiro - RJ, 22730-000, Brazil;ROOFTOP
101311;-22.924266;-43.2334458;Rua Conde de Bonfim, 370 - Tijuca, Rio de Janeiro - RJ, 20520-054, Brazil;ROOFTOP
101761;-29.9542772;-51.6250835;Av. Primeiro de Maio, 387 - Vila Rosa, Charqueadas - RS, 96745-000, Brazil;RANGE_INTERPOLATED
102288;-22.7068589;-43.1464091;R. Quinze de Novembro, 71 - Jardim da Prata, Magé - RJ, 25931-310, Brazil;RANGE_INTERPOLATED
102687;-20.3952329;-43.5111891;R. Três, 408-462 - Ouro Preto, MG, 35400-000, Brazil;ROOFTOP
103446;-15.7845782;-47.883413;SMHN Qd 2 - SMHN - Asa Norte, Brasília - DF, 70740-610, Brazil;GEOMETRIC_CENTER
103659;-8.0576817;-34.8991095;Praça do Derby, 149 - sala 909 - Derby, Recife - PE, 52010-140, Brazil;ROOFTOP
104981;-21.4180381;-50.0722027;R. 15 de Novembro, 408 - Centro, Penápolis - SP, 16300-061, Brazil;ROOFTOP
105384;-23.5922752;-46.6651927;R. Diogo Jácome, 28 - Vila Nova Conceição, São Paulo - SP, 04512-000, Brazil;ROOFTOP
105465;-19.7670589;-43.8635931;"Cl;inica Médica Instituto Saúde - R. do Carmo, 602 - Centro, Santa Luzia - MG, 33010-200, Brazil";ROOFTOP
105856;-23.6337509;-46.7882909;Estr. das Olarias, 670 - Jardim Triangulo, Taboão da Serra - SP, 06775-005, Brazil;ROOFTOP
106259;-29.7945136;-51.8662132;R. Sete de Setembro, 2529 - via whats, 55 - 99702,6572 - Centro, Taquari - RS, 95860-000, Brazil;ROOFTOP
106534;-12.8977834;-38.33148;Av. Santos Dumont, 1529 - Centro, Lauro de Freitas - BA, 42700-000, Brazil;ROOFTOP
107123;-27.0701683;-52.6261465;Av. Fernando Machado-D, 4.000 - Líder, Chapecó - SC, 89805-203, Brazil;GEOMETRIC_CENTER
108081;-7.042108499999999;-34.844177;Av. Mar da Irlanda, 34 - Intermares, Cabedelo - PB, 58102-091, Brazil;ROOFTOP
108138;-20.7141908;-46.62272489999999;R. Olávo Bilac, 269 - Penha, Passos - MG, 37903-046, Brazil;GEOMETRIC_CENTER
108448;-8.8855974;-36.4870387;R. Joaquim Távora, 240 - Heliópolis, Garanhuns - PE, 55295-410, Brazil;ROOFTOP
108774;-23.60884;-46.6643376;Alameda dos Jurupis, 1246 - Indianópolis, São Paulo - SP, 04088-004, Brazil;ROOFTOP
108820;-23.5755083;-46.6659492;Av. Brasil, 583 - Jardim America, São Paulo - SP, 01431-000, Brazil;ROOFTOP
109177;-24.6578302;-49.00911869999999;R. Antônio S Melo, 119 - Centro, Ribeira - SP, 18380-000, Brazil;ROOFTOP
109274;-19.795107;-43.9383925;São Benedito, Santa Luzia - State of Minas Gerais, 33125-020, Brazil;GEOMETRIC_CENTER
109452;-22.8017394;-43.3716784;R. da Matriz, 231 - Sala 504 - Centro, São João de Meriti - RJ, 25520-640, Brazil;ROOFTOP
110019;-23.0075338;-44.31821009999999;R. Raul Pompéia, 75 - Centro, Angra dos Reis - RJ, 23900-090, Brazil;ROOFTOP
110183;-30.0106418;-51.0903686;Av. Pres. Getúlio Vargas, 295 - Bela Vista, Alvorada - RS, 94818-000, Brazil;ROOFTOP
110507;-29.9925454;-50.1404229;314. Edifício Atlântico - Av. Atlântica, 1810 - Centro, Tramandaí - RS, 95590-000, Brazil;ROOFTOP
110515;-25.5126368;-49.1887891;R. Alm. Alexandrino, 2300 - Afonso Pena, São José dos Pinhais - PR, 83045-210, Brazil;ROOFTOP
110981;-23.6153079;-46.7782828;Estr. São Francisco, 2532 - Vila Sonia do Taboao, Taboão da Serra - SP, 06765-465, Brazil;ROOFTOP
111147;-9.6340321;-37.2060029;R. Fernando Araújo Souto, Jacaré dos Homens - AL, 57430-000, Brazil;GEOMETRIC_CENTER
112305;-22.9062346;-43.1862558;R. República do Líbano, 61 - Centro, Rio de Janeiro - RJ, 20061-030, Brazil;ROOFTOP
112364;-25.440223;-49.294026;Av. Vicente Machado, 1881 - Centro, Curitiba - PR, 80440-020, Brazil;ROOFTOP
112739;-22.9837256;-43.2117884;R. Visc. de Pirajá, 550 - Ipanema, Rio de Janeiro - RJ, 22410-902, Brazil;ROOFTOP
112747;-22.7808543;-47.1561467;Rua - Av. José Lozano Araújo, 1136 - Jardim Ypê, Paulínia - SP, 13140-000, Brazil;ROOFTOP
112917;-26.8907684;-48.67454559999999;R. Leodegário Pedro da Silva, 300 - Barra do Rio, Itajaí - SC, 88305-600, Brazil;ROOFTOP
113085;-23.5698134;-46.6572975;Alameda Campinas, 1100 - Jardim Paulista, São Paulo - SP, 01404-200, Brazil;ROOFTOP
113360;-7.5643505;-35.0183189;R. Dep. Osvaldo Rabelo - Goiana, PE, 55900-000, Brazil;GEOMETRIC_CENTER
114340;-22.8144295;-43.1914542;Condomínio do Edifício Cristian - R. Carmem Miranda, 681 - Ilhaa do Gov., Rio de Janeiro - RJ, 24120-510, Brazil;ROOFTOP
114863;-25.0122487;-50.8586982;R. Rio Branco, 406 - Centro, Ivaí - PR, 84460-000, Brazil;ROOFTOP
114928;-23.9870818;-48.8843879;R. Everaldo Milton Chiavani, 21 - Central Park, Itapeva - SP, 18406-020, Brazil;ROOFTOP
114979;-9.5289442;-48.59165790000001;Av. Bernardo Sayão, 845 - Centro, Miranorte - TO, 77660-000, Brazil;ROOFTOP
115649;-22.9324344;-43.2459156;Condomínio do Edifício Palazzo Di Mantova - R. Garibaldi, 156 - Tijuca, Rio de Janeiro - RJ, 20511-330, Brazil;ROOFTOP
116270;-22.422086;-45.4546193;R. Antônio Simão Mauad, 149 - Sala 104 - Bps, Itajubá - MG, 37500-180, Brazil;ROOFTOP
116793;-11.6134529;-41.6241292;Avenida Mato Verde - Canarana, BA, 44890-000, Brazil;GEOMETRIC_CENTER
117269;-8.228645;-39.3831156;Av. Agamenon Magalhães, 8 - Terra Nova, PE, 56190-000, Brazil;RANGE_INTERPOLATED
117498;-26.7760742;-48.6512101;R. Domingos Manoel Corrêa, 331 - Centro, Penha - SC, 88385-000, Brazil;RANGE_INTERPOLATED
117528;-27.0976603;-52.6201659;Rua Guaporé, 363E - Centro, Chapecó - SC, 89802-300, Brazil;ROOFTOP
117870;-4.2222588;-39.1950137;BR-020 - Centro, Caridade - CE, Brazil;GEOMETRIC_CENTER
118176;-10.7430855;-37.8098924;Praça Lucíla Macédo Déda, 544 - Bairro: Bomfim, Simão Dias - SE, 49480-000, Brazil;ROOFTOP
118850;-29.2394983;-51.865726;Centro Clínico - R. Duque de Caxias, 513 - sala 201 - Centro, Encantado - RS, 95960-000, Brazil;ROOFTOP
118990;-22.8828347;-43.3213781;Av. Dom Hélder Câmara, 9796 - Sala 201 - Cascadura, Rio de Janeiro - RJ, 21380-003, Brazil;ROOFTOP
119172;-23.6674357;-46.463783;Av. João Ramalho, 245 - Vila Noemia, Mauá - SP, 09371-520, Brazil;RANGE_INTERPOLATED
119261;-19.5967727;-46.9370407;Av. Getúlio Vargas, 500 - Centro, Araxá - MG, 38183-192, Brazil;ROOFTOP
119350;-19.9386667;-43.9379962;R. Fernandes Tourinho, 470 - Sala 1305 - Savassi, Belo Horizonte - MG, 30112-000, Brazil;ROOFTOP
126624;-26.9044782;-48.6587398;R. Dr. José Bonifácio Malburg, 204 - 1º Pavimento - Centro, Itajaí - SC, 88301-350, Brazil;ROOFTOP
126667;-14.1379162;-39.7366725;R. Floriano Peixoto, 182 - Ipiau, Ipiaú - BA, 45570-000, Brazil;ROOFTOP
126772;-23.0068996;-44.3137211;Rua Dr. Coutinho, 84 - Centro, Angra dos Reis - RJ, 23900-620, Brazil;ROOFTOP
126896;-22.4153405;-44.25914359999999;R. Ana Ferreira de Oliveira, 47 - Lot. Bondarovsky, Quatis - RJ, 27410-270, Brazil;ROOFTOP
127000;-16.8249708;-49.2467471;R. Vitória - Jardim Belo Horizonte, Aparecida de Goiânia - GO, 74976-197, Brazil;GEOMETRIC_CENTER
127116;-14.5260965;-40.3737198;Av. Santo Antônio, Poções - BA, 45260-000, Brazil;GEOMETRIC_CENTER
127272;-25.3928175;-49.2062864;R. Rio Araguari, 265 - Bairro Alto, Curitiba - PR, 82600-042, Brazil;ROOFTOP
127604;-23.5407219;-46.8812976;Av. Cidade de Itu, 346 - Jardim Paulista, Barueri - SP, 06447-020, Brazil;ROOFTOP
128066;-27.7021535;-48.817387;R. João Pereira Dávila, Águas Mornas - SC, 88150-000, Brazil;GEOMETRIC_CENTER
128643;-9.6656771;-35.7125916;R. Jangadeiros Alagoanos, Maceió - AL, 57030-000, Brazil;GEOMETRIC_CENTER
128724;-16.0568565;-48.0302668;Lote 01 - Loja 03 - Parque Estrela Dalva VI, Novo Gama - GO, 72860-461, Brazil;ROOFTOP
128880;-16.6744192;-49.2693699;R. 16-A, 496 - St. Aeroporto, Goiânia - GO, 74075-150, Brazil;ROOFTOP
129437;-23.6752747;-46.690729;Rua Arnaldo Magniccaro, 788 - Vila Gea, São Paulo - SP, 04691-060, Brazil;ROOFTOP
129925;-7.906911999999999;-39.550781;R. Joaquim Monteiro Dos Santos - Dep. Ulisses Guimarães, Granito - PE, 56160-000, Brazil;GEOMETRIC_CENTER
131202;-12.8641823;-38.29219519999999;Est do Coco, 8424 - Portão, Lauro de Freitas - BA, 42700-000, Brazil;ROOFTOP
131601;-6.768751;-43.021998;Av. Eurípedes de Aguiar, 390 - Centro, Floriano - PI, 64801-270, Brazil;ROOFTOP
131709;-14.7868657;-39.031228;Av. Soares Lopes, 1597 - Centro, Ilhéus - BA, 45652-065, Brazil;ROOFTOP
132322;-7.4079065;-35.1112326;R. Juíz Roberto Guimarães, 77 - Itambé, PE, 55920-000, Brazil;ROOFTOP
133647;-23.4850315;-46.85693;Av. Copacabana, 112 3º Andar Empresarial 18 do Forte - Alphaville, Barueri - SP, 06472-001, Brazil;GEOMETRIC_CENTER
133973;-29.1794345;-51.5140611;R. Sen. Alberto Pasqualine - Botafogo, Bento Gonçalves - RS, 95700-000, Brazil;GEOMETRIC_CENTER
134074;-22.83636;-47.15898;Av. Santo Irineu, 273 - Jardim Santa Terezinha (Nova Veneza), Sumaré - SP, 13180-170, Brazil;GEOMETRIC_CENTER
134090;-30.258063;-50.242233;Av. Alegrete, 1201 - Balneário Pinhal, RS, 95599-000, Brazil;ROOFTOP
135054;-29.9531552;-51.5994414;RS-401, 1081 - Santo Antônio, Charqueadas - RS, 96745-000, Brazil;RANGE_INTERPOLATED
135283;-15.8105661;-47.9094348;SEPS 709/909 - SEPS - Asa Sul, Brasília - DF, 70360-510, Brazil;GEOMETRIC_CENTER
136026;-28.4472786;-52.1942727;R. Bento Gonçalves, 26 - Centro, Marau - RS, 99150-000, Brazil;ROOFTOP
136557;-26.7760742;-48.6512101;R. Domingos Manoel Corrêa, 331 - Centro, Penha - SC, 88385-000, Brazil;RANGE_INTERPOLATED
136719;-12.9957327;-38.4662964;Av. Antônio Carlos Magalhães, 1034 - Itaigara, Salvador - BA, 41825-000, Brazil;ROOFTOP
136980;-22.4253128;-45.4559033;R. Maj. Belo Lisboa, 185 - Centro, Itajubá - MG, 37500-016, Brazil;ROOFTOP
137138;-26.7788231;-48.63539309999999;Av. Antônio J. Tavares, 1405 - Centro, Penha - SC, 88385-000, Brazil;ROOFTOP
145157;-23.6475498;-46.6623147;Av. Santa Catarina, 1447 - Vila Mascote, São Paulo - SP, 04378-300, Brazil;ROOFTOP
145661;-23.6108034;-46.7590484;R. Elizabetta Lips, 184 - Jardim Bom Tempo, Taboão da Serra - SP, 06763-190, Brazil;ROOFTOP
145696;-24.0056717;-46.4079692;Av. Mal. Mallet, 1413 - Canto do Forte, Praia Grande - SP, 11701-340, Brazil;ROOFTOP
145920;-27.6349977;-52.268597;R. São Paulo, 466 - Centro, Erechim - RS, 99700-302, Brazil;ROOFTOP
146242;-19.7935685;-43.937252;Av. Brasília, 757 - 03 - São Benedito, Santa Luzia - MG, 33120-483, Brazil;ROOFTOP
147702;-9.8728041;-56.08395520000001;Av. Ludovico da Riva Neto, N°2938 - centro, Alta Floresta - MT, 78580-000, Brazil;ROOFTOP
148113;-22.9708788;-43.1862962;509 - Av. Nossa Sra. de Copacabana, 647 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
148237;-22.9070116;-43.1866498;Praça da República, 42 - Centro, Rio de Janeiro - RJ, 20211-351, Brazil;ROOFTOP
148393;-22.9836636;-43.211689;R. Visc. de Pirajá, 550 - sl 2309 - Ipanema, Rio de Janeiro - RJ, 22410-002, Brazil;ROOFTOP
148407;-22.9959659;-43.3647242;Av. Ayrton Senna, 1850 - Barra da Tijuca, Rio de Janeiro - RJ, 22793-000, Brazil;GEOMETRIC_CENTER
148423;-22.8798801;-43.2697156;Estacionamento - Av. Pastor Martin Luther King Jr., 126 - Del Castilho, Rio de Janeiro - RJ, 20760-005, Brazil;ROOFTOP
148512;-22.9844825;-43.2056208;R. Visc. de Pirajá, 351 - Ipanema, Rio de Janeiro - RJ, 22410-003, Brazil;ROOFTOP
148547;-22.8210482;-43.041926;Av. Pres. Kennedy, 635 - Centro, São Gonçalo - RJ, 24445-000, Brazil;ROOFTOP
148636;-19.0061084;-57.6662692;R. Dom Aquino Correa, 2544a - Dom Bosco, Corumbá - MS, 79333-070, Brazil;ROOFTOP
148776;-22.6168761;-46.0604939;R. Pref. Alcino Salomon, 316 - São Benedito, Cambuí - MG, 37600-000, Brazil;ROOFTOP
148784;-22.6168761;-46.0604939;R. Pref. Alcino Salomon, 316 - São Benedito, Cambuí - MG, 37600-000, Brazil;ROOFTOP
149705;-21.2005298;-41.8908063;R. Júlio César, 145 - Centro, Itaperuna - RJ, 28300-000, Brazil;ROOFTOP
149993;-23.9666385;-46.33760669999999;R. Pernambuco, 169 - Gonzaga, Santos - SP, 11065-050, Brazil;ROOFTOP
150185;-22.9065449;-43.1106026;Rua Coronel Moreira César, 229 - Icaraí, Niterói - RJ, 24230-052, Brazil;ROOFTOP
150215;-22.9065449;-43.1106026;Rua Coronel Moreira César, 229 - Icaraí, Niterói - RJ, 24230-052, Brazil;ROOFTOP
150347;-22.8995746;-43.1794459;Av. Rio Branco, 45 - Centro, Rio de Janeiro - RJ, 20090-908, Brazil;ROOFTOP
150401;-22.8109436;-43.18998029999999;Estr. da Cacuia, 231 - Cacuia, Rio de Janeiro - RJ, 21921-000, Brazil;ROOFTOP
150428;-22.9668066;-43.1796128;Av. Nossa Sra. de Copacabana, 690 - Copacabana, Rio de Janeiro - RJ, 22020-002, Brazil;ROOFTOP
150479;-22.9725597;-43.1876555;Av. Nossa Sra. de Copacabana, 749 - Copacabana, Rio de Janeiro - RJ, 22050-002, Brazil;ROOFTOP
150827;-9.3961566;-40.4995701;R. Joaquim Nabuco, 637 - Centro, Petrolina - PE, 56304-040, Brazil;ROOFTOP
151491;-22.9108308;-43.106731;R. Cel. Moreira César, 426 - Icaraí, Niterói - RJ, 24230-065, Brazil;ROOFTOP
151645;-22.3836249;-41.7717415;Av. Elias Agostinho, 340 - Imbetiba, Macaé - RJ, 27970-020, Brazil;ROOFTOP
151882;-23.5259706;-47.4468718;SP-270, Sorocaba - SP, Brazil;GEOMETRIC_CENTER
152374;-24.641966;-49.0050625;R. das Amoreiras, 56, Ribeira - SP, 18380-000, Brazil;RANGE_INTERPOLATED
152706;-15.3073801;-49.5941937;R. 13, 447 - Centro, Ceres - GO, 75405-091, Brazil;ROOFTOP
152773;-23.0339479;-45.5770685;Espaco Equilybrio - Fisioterapia e Pilates Taubaté - Av. Estados Unidos, 5 - Jardim das Nações, Taubaté - SP, 12030-360, Brazil;ROOFTOP
153214;-22.9065659;-43.10955329999999;R. Otávio Carneiro, 100 - Icaraí, Niterói - RJ, 24230-190, Brazil;ROOFTOP
