CNES;Motivo_Erro
9516379;Caiu em cidade errada. Esperado: IBGE 330190
9516530;Caiu em cidade errada. Esperado: IBGE 120032
9517642;Fora do Brasil ou no mar
9517693;Fora do Brasil ou no mar
9517995;Caiu em cidade errada. Esperado: IBGE 520140
9518576;Caiu em cidade errada. Esperado: IBGE 354880
9518878;Caiu em cidade errada. Esperado: IBGE 170950
9518959;Caiu em cidade errada. Esperado: IBGE 150835
9519017;Fora do Brasil ou no mar
9519092;Caiu em cidade errada. Esperado: IBGE 350160
9519343;Fora do Brasil ou no mar
9519386;Fora do Brasil ou no mar
9519408;Fora do Brasil ou no mar
9519718;Fora do Brasil ou no mar
9520171;Caiu em cidade errada. Esperado: IBGE 261110
9520570;Fora do Brasil ou no mar
9520880;Caiu em cidade errada. Esperado: IBGE 312770
9521151;Caiu em cidade errada. Esperado: IBGE 260790
9521755;Caiu em cidade errada. Esperado: IBGE 315030
9522174;Fora do Brasil ou no mar
9522204;Fora do Brasil ou no mar
9522263;Fora do Brasil ou no mar
9522301;Fora do Brasil ou no mar
9522409;Fora do Brasil ou no mar
9522581;Caiu em cidade errada. Esperado: IBGE 350900
9522727;Fora do Brasil ou no mar
9522905;Caiu em cidade errada. Esperado: IBGE 431440
9523049;Caiu em cidade errada. Esperado: IBGE 330455
9523057;Fora do Brasil ou no mar
9523278;Caiu em cidade errada. Esperado: IBGE 520540
9524142;Caiu em cidade errada. Esperado: IBGE 355030
9525955;Fora do Brasil ou no mar
9525998;Fora do Brasil ou no mar
9526072;Caiu em cidade errada. Esperado: IBGE 317130
9526137;Caiu em cidade errada. Esperado: IBGE 411140
9527230;Caiu em cidade errada. Esperado: IBGE 354390
9527559;Caiu em cidade errada. Esperado: IBGE 421225
9528660;Caiu em cidade errada. Esperado: IBGE 251593
9528946;Caiu em cidade errada. Esperado: IBGE 350550
9529314;Fora do Brasil ou no mar
9529713;Fora do Brasil ou no mar
9530126;Caiu em cidade errada. Esperado: IBGE 261160
9530606;Caiu em cidade errada. Esperado: IBGE 432250
9530959;Fora do Brasil ou no mar
9531424;Caiu em cidade errada. Esperado: IBGE 351870
9531637;Caiu em cidade errada. Esperado: IBGE 330395
9531971;Fora do Brasil ou no mar
9532048;Fora do Brasil ou no mar
9532110;Fora do Brasil ou no mar
9532196;Fora do Brasil ou no mar
9532463;Fora do Brasil ou no mar
9532501;Caiu em cidade errada. Esperado: IBGE 520140
9532617;Caiu em cidade errada. Esperado: IBGE 352220
9532757;Caiu em cidade errada. Esperado: IBGE 330455
9532927;Fora do Brasil ou no mar
9532935;Fora do Brasil ou no mar
9533052;Fora do Brasil ou no mar
9533338;Fora do Brasil ou no mar
9533508;Caiu em cidade errada. Esperado: IBGE 330455
9533583;Fora do Brasil ou no mar
9533702;Caiu em cidade errada. Esperado: IBGE 230680
9533850;Fora do Brasil ou no mar
9533885;Fora do Brasil ou no mar
9534083;Fora do Brasil ou no mar
9534814;Caiu em cidade errada. Esperado: IBGE 313270
9535020;Caiu em cidade errada. Esperado: IBGE 355030
9535098;Caiu em cidade errada. Esperado: IBGE 430770
9535926;Caiu em cidade errada. Esperado: IBGE 330455
9535969;Fora do Brasil ou no mar
9536264;Caiu em cidade errada. Esperado: IBGE 314610
9536469;Caiu em cidade errada. Esperado: IBGE 530010
9536639;Caiu em cidade errada. Esperado: IBGE 521020
9537120;Caiu em cidade errada. Esperado: IBGE 210990
9537805;Caiu em cidade errada. Esperado: IBGE 410140
9538119;Caiu em cidade errada. Esperado: IBGE 354990
9538453;Caiu em cidade errada. Esperado: IBGE 317130
9539107;Caiu em cidade errada. Esperado: IBGE 150835
9539522;Caiu em cidade errada. Esperado: IBGE 261110
9539956;Caiu em cidade errada. Esperado: IBGE 421870
9540555;Caiu em cidade errada. Esperado: IBGE 330455
9541438;Caiu em cidade errada. Esperado: IBGE 421360
9542019;Caiu em cidade errada. Esperado: IBGE 260345
9542094;Caiu em cidade errada. Esperado: IBGE 290750
9542485;Fora do Brasil ou no mar
9542493;Fora do Brasil ou no mar
9542531;Fora do Brasil ou no mar
9542698;Fora do Brasil ou no mar
9542949;Caiu em cidade errada. Esperado: IBGE 240410
9543112;Caiu em cidade errada. Esperado: IBGE 432170
9543201;Fora do Brasil ou no mar
9543325;Fora do Brasil ou no mar
9543376;Caiu em cidade errada. Esperado: IBGE 410400
9543724;Caiu em cidade errada. Esperado: IBGE 354880
9543821;Caiu em cidade errada. Esperado: IBGE 431480
9544046;Caiu em cidade errada. Esperado: IBGE 352470
9544348;Fora do Brasil ou no mar
9544445;Fora do Brasil ou no mar
9545638;Fora do Brasil ou no mar
9545662;Caiu em cidade errada. Esperado: IBGE 311360
9546065;Fora do Brasil ou no mar
9546499;Caiu em cidade errada. Esperado: IBGE 355280
9546502;Caiu em cidade errada. Esperado: IBGE 355280
9546707;Caiu em cidade errada. Esperado: IBGE 355030
9547185;Caiu em cidade errada. Esperado: IBGE 330455
9547215;Fora do Brasil ou no mar
9547258;Fora do Brasil ou no mar
9548475;Fora do Brasil ou no mar
9548491;Fora do Brasil ou no mar
9548521;Caiu em cidade errada. Esperado: IBGE 330455
9548629;Caiu em cidade errada. Esperado: IBGE 330455
9548718;Fora do Brasil ou no mar
9548920;Fora do Brasil ou no mar
9548955;Caiu em cidade errada. Esperado: IBGE 330455
9548971;Fora do Brasil ou no mar
9549358;Caiu em cidade errada. Esperado: IBGE 412175
9549455;Caiu em cidade errada. Esperado: IBGE 330340
9549579;Caiu em cidade errada. Esperado: IBGE 410400
9549595;Caiu em cidade errada. Esperado: IBGE 352940
9549609;Caiu em cidade errada. Esperado: IBGE 261210
9549692;Caiu em cidade errada. Esperado: IBGE 150600
9550488;Caiu em cidade errada. Esperado: IBGE 521975
9550577;Caiu em cidade errada. Esperado: IBGE 431950
9550658;Fora do Brasil ou no mar
9550909;Caiu em cidade errada. Esperado: IBGE 430470
9551662;Fora do Brasil ou no mar
9551700;Caiu em cidade errada. Esperado: IBGE 412230
9552642;Caiu em cidade errada. Esperado: IBGE 421360
9552731;Caiu em cidade errada. Esperado: IBGE 421970
9552944;Fora do Brasil ou no mar
9553223;Fora do Brasil ou no mar
9553630;Fora do Brasil ou no mar
9553770;Caiu em cidade errada. Esperado: IBGE 411820
9553959;Caiu em cidade errada. Esperado: IBGE 355030
9554246;Caiu em cidade errada. Esperado: IBGE 355030
9554408;Caiu em cidade errada. Esperado: IBGE 280550
9554726;Caiu em cidade errada. Esperado: IBGE 355030
9556079;Caiu em cidade errada. Esperado: IBGE 313240
9556583;Fora do Brasil ou no mar
9556672;Fora do Brasil ou no mar
9557199;Caiu em cidade errada. Esperado: IBGE 292380
9557237;Fora do Brasil ou no mar
9557261;Caiu em cidade errada. Esperado: IBGE 330455
9557350;Caiu em cidade errada. Esperado: IBGE 330455
9557385;Caiu em cidade errada. Esperado: IBGE 292380
9557601;Caiu em cidade errada. Esperado: IBGE 260790
9558586;Fora do Brasil ou no mar
9558608;Caiu em cidade errada. Esperado: IBGE 330455
9558675;Fora do Brasil ou no mar
9558799;Caiu em cidade errada. Esperado: IBGE 350570
9559922;Fora do Brasil ou no mar
9560831;Caiu em cidade errada. Esperado: IBGE 355370
9560971;Caiu em cidade errada. Esperado: IBGE 410760
9561528;Fora do Brasil ou no mar
9561692;Caiu em cidade errada. Esperado: IBGE 140010
9561838;Fora do Brasil ou no mar
9562842;Caiu em cidade errada. Esperado: IBGE 350550
9562982;Fora do Brasil ou no mar
9563865;Caiu em cidade errada. Esperado: IBGE 330455
9563954;Caiu em cidade errada. Esperado: IBGE 330455
9564241;Fora do Brasil ou no mar
9564519;Fora do Brasil ou no mar
9565140;Caiu em cidade errada. Esperado: IBGE 410900
9565523;Caiu em cidade errada. Esperado: IBGE 420820
9566279;Caiu em cidade errada. Esperado: IBGE 420050
9566759;Fora do Brasil ou no mar
9566910;Fora do Brasil ou no mar
9567038;Fora do Brasil ou no mar
9567372;Fora do Brasil ou no mar
9567771;Caiu em cidade errada. Esperado: IBGE 350550
9567879;Fora do Brasil ou no mar
9567933;Caiu em cidade errada. Esperado: IBGE 330455
9568271;Caiu em cidade errada. Esperado: IBGE 430610
9568891;Caiu em cidade errada. Esperado: IBGE 355030
9569006;Caiu em cidade errada. Esperado: IBGE 355030
9569715;Caiu em cidade errada. Esperado: IBGE 421870
9570322;Fora do Brasil ou no mar
9570756;Caiu em cidade errada. Esperado: IBGE 355280
9570837;Caiu em cidade errada. Esperado: IBGE 330490
9571124;Caiu em cidade errada. Esperado: IBGE 330340
9571817;Fora do Brasil ou no mar
9572147;Caiu em cidade errada. Esperado: IBGE 421870
9572287;Caiu em cidade errada. Esperado: IBGE 313240
9572422;Caiu em cidade errada. Esperado: IBGE 412230
9572740;Caiu em cidade errada. Esperado: IBGE 312090
9572961;Fora do Brasil ou no mar
9573135;Fora do Brasil ou no mar
9573577;Caiu em cidade errada. Esperado: IBGE 355280
9574379;Fora do Brasil ou no mar
9575324;Caiu em cidade errada. Esperado: IBGE 355280
9575510;Caiu em cidade errada. Esperado: IBGE 330330
9575537;Fora do Brasil ou no mar
9575561;Caiu em cidade errada. Esperado: IBGE 420540
9575618;Caiu em cidade errada. Esperado: IBGE 411070
9575693;Caiu em cidade errada. Esperado: IBGE 412810
9575804;Caiu em cidade errada. Esperado: IBGE 354880
9576584;Caiu em cidade errada. Esperado: IBGE 355030
9577114;Caiu em cidade errada. Esperado: IBGE 355030
9578021;Caiu em cidade errada. Esperado: IBGE 420830
9578145;Caiu em cidade errada. Esperado: IBGE 354880
9578439;Caiu em cidade errada. Esperado: IBGE 250610
9578617;Caiu em cidade errada. Esperado: IBGE 320035
9578943;Caiu em cidade errada. Esperado: IBGE 520450
9579109;Fora do Brasil ou no mar
9579176;Caiu em cidade errada. Esperado: IBGE 270210
9579257;Fora do Brasil ou no mar
9579486;Fora do Brasil ou no mar
9579796;Caiu em cidade errada. Esperado: IBGE 291750
9580468;Fora do Brasil ou no mar
9581030;Caiu em cidade errada. Esperado: IBGE 320410
9581197;Fora do Brasil ou no mar
9581596;Fora do Brasil ou no mar
9582517;Caiu em cidade errada. Esperado: IBGE 355030
9582657;Fora do Brasil ou no mar
9583068;Caiu em cidade errada. Esperado: IBGE 420820
9583734;Fora do Brasil ou no mar
9583785;Caiu em cidade errada. Esperado: IBGE 510270
9583866;Caiu em cidade errada. Esperado: IBGE 355030
9584064;Caiu em cidade errada. Esperado: IBGE 354880
9584854;Caiu em cidade errada. Esperado: IBGE 330455
9584897;Caiu em cidade errada. Esperado: IBGE 330455
9585079;Fora do Brasil ou no mar
9587160;Fora do Brasil ou no mar
9587187;Fora do Brasil ou no mar
9587209;Fora do Brasil ou no mar
9587241;Caiu em cidade errada. Esperado: IBGE 330455
9588418;Caiu em cidade errada. Esperado: IBGE 430440
9588531;Fora do Brasil ou no mar
9588809;Caiu em cidade errada. Esperado: IBGE 280550
9590196;Fora do Brasil ou no mar
9590595;Caiu em cidade errada. Esperado: IBGE 313240
9590722;Fora do Brasil ou no mar
9590897;Caiu em cidade errada. Esperado: IBGE 210203
9591044;Caiu em cidade errada. Esperado: IBGE 140047
9591060;Caiu em cidade errada. Esperado: IBGE 354390
9591095;Caiu em cidade errada. Esperado: IBGE 311060
9591206;Caiu em cidade errada. Esperado: IBGE 355220
9591230;Fora do Brasil ou no mar
9591338;Fora do Brasil ou no mar
9591419;Fora do Brasil ou no mar
9591966;Caiu em cidade errada. Esperado: IBGE 330455
9591974;Caiu em cidade errada. Esperado: IBGE 291390
9591990;Fora do Brasil ou no mar
9592016;Fora do Brasil ou no mar
9592075;Fora do Brasil ou no mar
9592156;Fora do Brasil ou no mar
9592210;Caiu em cidade errada. Esperado: IBGE 350210
9592229;Caiu em cidade errada. Esperado: IBGE 350210
9592237;Caiu em cidade errada. Esperado: IBGE 350210
9592245;Caiu em cidade errada. Esperado: IBGE 350210
9592423;Caiu em cidade errada. Esperado: IBGE 430680
9592431;Caiu em cidade errada. Esperado: IBGE 430680
9592784;Caiu em cidade errada. Esperado: IBGE 313940
9593101;Caiu em cidade errada. Esperado: IBGE 330380
9593411;Caiu em cidade errada. Esperado: IBGE 240810
9593462;Caiu em cidade errada. Esperado: IBGE 421660
9593942;Caiu em cidade errada. Esperado: IBGE 330455
9594469;Caiu em cidade errada. Esperado: IBGE 355370
9594736;Fora do Brasil ou no mar
9594779;Caiu em cidade errada. Esperado: IBGE 320320
9594809;Caiu em cidade errada. Esperado: IBGE 350550
9595260;Fora do Brasil ou no mar
9595333;Fora do Brasil ou no mar
9595643;Fora do Brasil ou no mar
9596100;Fora do Brasil ou no mar
9596461;Fora do Brasil ou no mar
9597573;Caiu em cidade errada. Esperado: IBGE 291840
9597972;Caiu em cidade errada. Esperado: IBGE 291390
9598049;Caiu em cidade errada. Esperado: IBGE 250750
9598200;Caiu em cidade errada. Esperado: IBGE 292610
9598316;Caiu em cidade errada. Esperado: IBGE 355280
9598596;Caiu em cidade errada. Esperado: IBGE 350650
9598987;Caiu em cidade errada. Esperado: IBGE 432090
9599452;Caiu em cidade errada. Esperado: IBGE 521975
9599584;Caiu em cidade errada. Esperado: IBGE 421970
9599851;Caiu em cidade errada. Esperado: IBGE 354870
9600000;Caiu em cidade errada. Esperado: IBGE 421870
9600310;Caiu em cidade errada. Esperado: IBGE 313240
9600566;Caiu em cidade errada. Esperado: IBGE 291340
9600957;Caiu em cidade errada. Esperado: IBGE 354990
9601023;Caiu em cidade errada. Esperado: IBGE 420820
9601627;Caiu em cidade errada. Esperado: IBGE 261160
9601740;Fora do Brasil ou no mar
9601767;Fora do Brasil ou no mar
9602542;Caiu em cidade errada. Esperado: IBGE 355030
9602917;Caiu em cidade errada. Esperado: IBGE 355030
9603328;Caiu em cidade errada. Esperado: IBGE 355030
9603611;Caiu em cidade errada. Esperado: IBGE 430680
9603700;Caiu em cidade errada. Esperado: IBGE 110006
9603751;Caiu em cidade errada. Esperado: IBGE 350560
9604170;Caiu em cidade errada. Esperado: IBGE 421360
9604367;Caiu em cidade errada. Esperado: IBGE 314480
9604669;Caiu em cidade errada. Esperado: IBGE 350280
9605835;Caiu em cidade errada. Esperado: IBGE 421360
9606300;Caiu em cidade errada. Esperado: IBGE 353390
9606564;Fora do Brasil ou no mar
9606580;Fora do Brasil ou no mar
9606769;Caiu em cidade errada. Esperado: IBGE 330455
9606807;Fora do Brasil ou no mar
9606947;Caiu em cidade errada. Esperado: IBGE 250070
9606955;Caiu em cidade errada. Esperado: IBGE 250070
9607102;Fora do Brasil ou no mar
9607161;Caiu em cidade errada. Esperado: IBGE 430960
9607242;Caiu em cidade errada. Esperado: IBGE 431410
9607889;Fora do Brasil ou no mar
9607900;Caiu em cidade errada. Esperado: IBGE 211080
9608001;Fora do Brasil ou no mar
9608060;Caiu em cidade errada. Esperado: IBGE 520140
9608842;Fora do Brasil ou no mar
9608907;Fora do Brasil ou no mar
9609792;Fora do Brasil ou no mar
9609830;Caiu em cidade errada. Esperado: IBGE 330455
9609997;Caiu em cidade errada. Esperado: IBGE 410690
9610898;Caiu em cidade errada. Esperado: IBGE 355700
9610995;Caiu em cidade errada. Esperado: IBGE 330455
9611649;Fora do Brasil ou no mar
9612629;Caiu em cidade errada. Esperado: IBGE 241410
9612955;Caiu em cidade errada. Esperado: IBGE 330390
9613846;Fora do Brasil ou no mar
9613919;Caiu em cidade errada. Esperado: IBGE 355030
9614435;Caiu em cidade errada. Esperado: IBGE 330455
9614559;Caiu em cidade errada. Esperado: IBGE 350900
9614834;Caiu em cidade errada. Esperado: IBGE 292740
9615415;Fora do Brasil ou no mar
9615423;Fora do Brasil ou no mar
9616055;Fora do Brasil ou no mar
9616063;Caiu em cidade errada. Esperado: IBGE 330455
9616721;Fora do Brasil ou no mar
9616799;Caiu em cidade errada. Esperado: IBGE 330455
9617280;Fora do Brasil ou no mar
9618619;Caiu em cidade errada. Esperado: IBGE 354340
9618848;Caiu em cidade errada. Esperado: IBGE 330455
9619453;Fora do Brasil ou no mar
9619801;Caiu em cidade errada. Esperado: IBGE 421360
9619984;Fora do Brasil ou no mar
9620389;Caiu em cidade errada. Esperado: IBGE 355280
9620419;Caiu em cidade errada. Esperado: IBGE 211130
9620494;Caiu em cidade errada. Esperado: IBGE 354880
9621083;Caiu em cidade errada. Esperado: IBGE 311110
9621520;Caiu em cidade errada. Esperado: IBGE 320320
9621628;Caiu em cidade errada. Esperado: IBGE 430350
9621903;Caiu em cidade errada. Esperado: IBGE 314480
9622098;Caiu em cidade errada. Esperado: IBGE 420820
9622179;Caiu em cidade errada. Esperado: IBGE 170950
9622373;Caiu em cidade errada. Esperado: IBGE 520540
9622810;Caiu em cidade errada. Esperado: IBGE 351170
9623248;Fora do Brasil ou no mar
9623329;Caiu em cidade errada. Esperado: IBGE 320060
9623523;Fora do Brasil ou no mar
9623531;Caiu em cidade errada. Esperado: IBGE 520860
9623590;Caiu em cidade errada. Esperado: IBGE 421660
9624872;Fora do Brasil ou no mar
9624945;Caiu em cidade errada. Esperado: IBGE 354130
9625429;Caiu em cidade errada. Esperado: IBGE 310620
9625798;Fora do Brasil ou no mar
9625941;Fora do Brasil ou no mar
9625992;Caiu em cidade errada. Esperado: IBGE 330411
9626026;Caiu em cidade errada. Esperado: IBGE 354880
9626093;Caiu em cidade errada. Esperado: IBGE 355030
9626379;Caiu em cidade errada. Esperado: IBGE 355030
9626506;Caiu em cidade errada. Esperado: IBGE 355030
9627766;Caiu em cidade errada. Esperado: IBGE 310620
9628614;Caiu em cidade errada. Esperado: IBGE 291750
9628797;Caiu em cidade errada. Esperado: IBGE 510760
9628827;Caiu em cidade errada. Esperado: IBGE 520110
9629971;Caiu em cidade errada. Esperado: IBGE 350160
9630538;Caiu em cidade errada. Esperado: IBGE 420820
9630856;Caiu em cidade errada. Esperado: IBGE 330490
9631097;Caiu em cidade errada. Esperado: IBGE 355030
9631798;Fora do Brasil ou no mar
9632263;Caiu em cidade errada. Esperado: IBGE 330330
9632581;Fora do Brasil ou no mar
9632727;Caiu em cidade errada. Esperado: IBGE 521040
9632778;Caiu em cidade errada. Esperado: IBGE 521040
9632859;Caiu em cidade errada. Esperado: IBGE 320500
9633790;Fora do Brasil ou no mar
9633812;Caiu em cidade errada. Esperado: IBGE 350550
9634541;Fora do Brasil ou no mar
9635092;Caiu em cidade errada. Esperado: IBGE 420430
9635661;Fora do Brasil ou no mar
9635793;Caiu em cidade errada. Esperado: IBGE 310160
9635947;Caiu em cidade errada. Esperado: IBGE 520540
9636455;Caiu em cidade errada. Esperado: IBGE 292010
9636676;Fora do Brasil ou no mar
9636900;Caiu em cidade errada. Esperado: IBGE 520740
9637206;Caiu em cidade errada. Esperado: IBGE 270500
9638245;Caiu em cidade errada. Esperado: IBGE 211130
9638768;Fora do Brasil ou no mar
9638997;Fora do Brasil ou no mar
9639187;Caiu em cidade errada. Esperado: IBGE 330455
9639861;Caiu em cidade errada. Esperado: IBGE 353440
9639950;Fora do Brasil ou no mar
9640002;Caiu em cidade errada. Esperado: IBGE 110009
9640045;Caiu em cidade errada. Esperado: IBGE 110009
9640355;Caiu em cidade errada. Esperado: IBGE 354990
9640363;Caiu em cidade errada. Esperado: IBGE 412230
9640428;Fora do Brasil ou no mar
9640541;Fora do Brasil ou no mar
9640592;Fora do Brasil ou no mar
9640622;Fora do Brasil ou no mar
9640703;Fora do Brasil ou no mar
9640711;Fora do Brasil ou no mar
9641025;Caiu em cidade errada. Esperado: IBGE 431340
9641327;Caiu em cidade errada. Esperado: IBGE 170210
9641688;Caiu em cidade errada. Esperado: IBGE 351870
9642021;Caiu em cidade errada. Esperado: IBGE 355030
9642102;Caiu em cidade errada. Esperado: IBGE 355030
9642242;Fora do Brasil ou no mar
9642528;Fora do Brasil ou no mar
9642668;Caiu em cidade errada. Esperado: IBGE 280030
9642676;Fora do Brasil ou no mar
9642714;Caiu em cidade errada. Esperado: IBGE 310620
9642927;Caiu em cidade errada. Esperado: IBGE 355220
9643052;Fora do Brasil ou no mar
9643079;Fora do Brasil ou no mar
9643087;Fora do Brasil ou no mar
9643109;Fora do Brasil ou no mar
9643176;Caiu em cidade errada. Esperado: IBGE 311060
9643184;Caiu em cidade errada. Esperado: IBGE 330455
9643206;Caiu em cidade errada. Esperado: IBGE 354880
9643281;Caiu em cidade errada. Esperado: IBGE 110009
9643583;Caiu em cidade errada. Esperado: IBGE 412810
9643613;Fora do Brasil ou no mar
9643648;Caiu em cidade errada. Esperado: IBGE 330455
9644288;Caiu em cidade errada. Esperado: IBGE 354880
9644474;Fora do Brasil ou no mar
9644784;Caiu em cidade errada. Esperado: IBGE 330455
9644881;Fora do Brasil ou no mar
9644946;Fora do Brasil ou no mar
9645268;Fora do Brasil ou no mar
9645306;Fora do Brasil ou no mar
9645470;Caiu em cidade errada. Esperado: IBGE 355030
9645551;Caiu em cidade errada. Esperado: IBGE 320500
9645632;Caiu em cidade errada. Esperado: IBGE 355030
9645896;Caiu em cidade errada. Esperado: IBGE 355030
9646787;Fora do Brasil ou no mar
9647074;Caiu em cidade errada. Esperado: IBGE 320035
9647473;Fora do Brasil ou no mar
9647481;Caiu em cidade errada. Esperado: IBGE 430680
9647740;Caiu em cidade errada. Esperado: IBGE 317070
9648127;Caiu em cidade errada. Esperado: IBGE 411885
9649247;Caiu em cidade errada. Esperado: IBGE 310410
9649379;Fora do Brasil ou no mar
9649573;Caiu em cidade errada. Esperado: IBGE 110120
9649719;Caiu em cidade errada. Esperado: IBGE 430060
9649816;Caiu em cidade errada. Esperado: IBGE 412810
9650067;Caiu em cidade errada. Esperado: IBGE 330180
9650148;Caiu em cidade errada. Esperado: IBGE 350650
9650229;Fora do Brasil ou no mar
9650474;Caiu em cidade errada. Esperado: IBGE 420670
9650512;Caiu em cidade errada. Esperado: IBGE 350550
9650520;Caiu em cidade errada. Esperado: IBGE 350550
9650687;Caiu em cidade errada. Esperado: IBGE 130440
9650806;Caiu em cidade errada. Esperado: IBGE 310400
9651063;Caiu em cidade errada. Esperado: IBGE 521975
9651500;Caiu em cidade errada. Esperado: IBGE 251620
9651853;Fora do Brasil ou no mar
9652191;Caiu em cidade errada. Esperado: IBGE 355030
9652248;Caiu em cidade errada. Esperado: IBGE 355030
9652396;Caiu em cidade errada. Esperado: IBGE 355030
9653228;Fora do Brasil ou no mar
9654232;Caiu em cidade errada. Esperado: IBGE 355220
9654755;Fora do Brasil ou no mar
9655026;Caiu em cidade errada. Esperado: IBGE 150680
9655034;Fora do Brasil ou no mar
9655220;Caiu em cidade errada. Esperado: IBGE 350920
9655468;Fora do Brasil ou no mar
9656375;Fora do Brasil ou no mar
9656960;Caiu em cidade errada. Esperado: IBGE 500370
9657282;Caiu em cidade errada. Esperado: IBGE 330455
9657363;Fora do Brasil ou no mar
9657401;Caiu em cidade errada. Esperado: IBGE 250750
9657770;Fora do Brasil ou no mar
9657894;Caiu em cidade errada. Esperado: IBGE 352440
9658343;Caiu em cidade errada. Esperado: IBGE 330220
9658777;Caiu em cidade errada. Esperado: IBGE 430160
9658971;Fora do Brasil ou no mar
9659145;Fora do Brasil ou no mar
9659161;Fora do Brasil ou no mar
9659595;Caiu em cidade errada. Esperado: IBGE 520140
9659951;Fora do Brasil ou no mar
9660380;Caiu em cidade errada. Esperado: IBGE 330455
9660488;Caiu em cidade errada. Esperado: IBGE 520540
9662006;Caiu em cidade errada. Esperado: IBGE 420420
9662294;Caiu em cidade errada. Esperado: IBGE 330455
9662529;Caiu em cidade errada. Esperado: IBGE 211130
9662731;Fora do Brasil ou no mar
9663266;Caiu em cidade errada. Esperado: IBGE 350570
9663290;Caiu em cidade errada. Esperado: IBGE 352440
9664181;Caiu em cidade errada. Esperado: IBGE 420430
9664238;Caiu em cidade errada. Esperado: IBGE 354870
9664254;Fora do Brasil ou no mar
9664432;Caiu em cidade errada. Esperado: IBGE 280720
9664823;Fora do Brasil ou no mar
9665102;Caiu em cidade errada. Esperado: IBGE 530010
9665315;Caiu em cidade errada. Esperado: IBGE 330455
9665595;Fora do Brasil ou no mar
9665641;Fora do Brasil ou no mar
9665900;Fora do Brasil ou no mar
9665951;Fora do Brasil ou no mar
9666133;Caiu em cidade errada. Esperado: IBGE 330455
9666176;Fora do Brasil ou no mar
9666583;Fora do Brasil ou no mar
9666796;Fora do Brasil ou no mar
9667652;Caiu em cidade errada. Esperado: IBGE 351060
9667695;Fora do Brasil ou no mar
9667717;Caiu em cidade errada. Esperado: IBGE 292400
9668233;Caiu em cidade errada. Esperado: IBGE 431020
9668578;Caiu em cidade errada. Esperado: IBGE 510250
9668969;Caiu em cidade errada. Esperado: IBGE 350210
9669124;Caiu em cidade errada. Esperado: IBGE 350570
9670513;Fora do Brasil ou no mar
9670750;Fora do Brasil ou no mar
9671242;Caiu em cidade errada. Esperado: IBGE 330180
9671269;Caiu em cidade errada. Esperado: IBGE 313065
9671404;Caiu em cidade errada. Esperado: IBGE 354880
9672230;Caiu em cidade errada. Esperado: IBGE 520540
9672834;Caiu em cidade errada. Esperado: IBGE 430460
9673113;Fora do Brasil ou no mar
9673717;Caiu em cidade errada. Esperado: IBGE 314400
9673938;Caiu em cidade errada. Esperado: IBGE 355030
9674837;Caiu em cidade errada. Esperado: IBGE 317020
9675256;Caiu em cidade errada. Esperado: IBGE 220800
9675876;Caiu em cidade errada. Esperado: IBGE 431180
9676104;Caiu em cidade errada. Esperado: IBGE 330200
9676384;Caiu em cidade errada. Esperado: IBGE 330350
9676643;Caiu em cidade errada. Esperado: IBGE 251080
9676767;Caiu em cidade errada. Esperado: IBGE 500500
9677410;Caiu em cidade errada. Esperado: IBGE 313240
9677771;Caiu em cidade errada. Esperado: IBGE 330490
9678328;Caiu em cidade errada. Esperado: IBGE 171190
9678387;Caiu em cidade errada. Esperado: IBGE 231190
9678425;Fora do Brasil ou no mar
9679103;Caiu em cidade errada. Esperado: IBGE 420460
9679243;Caiu em cidade errada. Esperado: IBGE 352900
9679499;Caiu em cidade errada. Esperado: IBGE 330455
9679537;Fora do Brasil ou no mar
9680071;Fora do Brasil ou no mar
9680403;Caiu em cidade errada. Esperado: IBGE 330390
9680527;Caiu em cidade errada. Esperado: IBGE 211130
9681116;Fora do Brasil ou no mar
9681140;Caiu em cidade errada. Esperado: IBGE 521860
9681523;Caiu em cidade errada. Esperado: IBGE 430435
9681531;Fora do Brasil ou no mar
9681566;Fora do Brasil ou no mar
9681639;Fora do Brasil ou no mar
9681787;Fora do Brasil ou no mar
9681809;Fora do Brasil ou no mar
9682392;Fora do Brasil ou no mar
9682406;Caiu em cidade errada. Esperado: IBGE 330455
9682694;Caiu em cidade errada. Esperado: IBGE 315780
9682805;Caiu em cidade errada. Esperado: IBGE 330200
9682899;Caiu em cidade errada. Esperado: IBGE 330330
9683119;Caiu em cidade errada. Esperado: IBGE 420390
9683356;Caiu em cidade errada. Esperado: IBGE 411370
9683372;Caiu em cidade errada. Esperado: IBGE 330455
9683445;Caiu em cidade errada. Esperado: IBGE 330455
9683488;Fora do Brasil ou no mar
9684433;Caiu em cidade errada. Esperado: IBGE 355030
9685723;Caiu em cidade errada. Esperado: IBGE 314610
9685979;Fora do Brasil ou no mar
9686029;Fora do Brasil ou no mar
9686096;Caiu em cidade errada. Esperado: IBGE 330455
9686193;Caiu em cidade errada. Esperado: IBGE 290790
9686401;Caiu em cidade errada. Esperado: IBGE 230050
9686428;Caiu em cidade errada. Esperado: IBGE 420050
9687114;Caiu em cidade errada. Esperado: IBGE 355030
9687203;Caiu em cidade errada. Esperado: IBGE 330170
9687394;Caiu em cidade errada. Esperado: IBGE 211130
9687416;Caiu em cidade errada. Esperado: IBGE 211130
9687726;Caiu em cidade errada. Esperado: IBGE 412230
9687904;Caiu em cidade errada. Esperado: IBGE 431180
9688315;Fora do Brasil ou no mar
