CNES;Motivo_Erro
5689023;Caiu em cidade errada. Esperado: IBGE 353070
5689422;Caiu em cidade errada. Esperado: IBGE 420930
5689635;Fora do Brasil ou no mar
5689643;Fora do Brasil ou no mar
5689694;Fora do Brasil ou no mar
5690919;Caiu em cidade errada. Esperado: IBGE 500500
5691966;Caiu em cidade errada. Esperado: IBGE 530180
5692962;Caiu em cidade errada. Esperado: IBGE 350280
5693837;Fora do Brasil ou no mar
5694019;Caiu em cidade errada. Esperado: IBGE 290260
5694140;Caiu em cidade errada. Esperado: IBGE 350760
5694272;Caiu em cidade errada. Esperado: IBGE 510337
5695767;Caiu em cidade errada. Esperado: IBGE 330330
5696003;Fora do Brasil ou no mar
5696127;Caiu em cidade errada. Esperado: IBGE 291920
5697689;Fora do Brasil ou no mar
5697883;Caiu em cidade errada. Esperado: IBGE 355030
5698278;Fora do Brasil ou no mar
5698723;Caiu em cidade errada. Esperado: IBGE 355030
5699088;Caiu em cidade errada. Esperado: IBGE 355030
5699592;Caiu em cidade errada. Esperado: IBGE 316990
5699665;Fora do Brasil ou no mar
5699703;Fora do Brasil ou no mar
5699711;Fora do Brasil ou no mar
5700183;Caiu em cidade errada. Esperado: IBGE 211180
5701112;Caiu em cidade errada. Esperado: IBGE 291390
5701686;Caiu em cidade errada. Esperado: IBGE 313690
5702224;Caiu em cidade errada. Esperado: IBGE 317057
5702313;Caiu em cidade errada. Esperado: IBGE 330170
5703565;Caiu em cidade errada. Esperado: IBGE 410490
5703786;Fora do Brasil ou no mar
5704529;Caiu em cidade errada. Esperado: IBGE 330455
5706955;Caiu em cidade errada. Esperado: IBGE 355030
5707382;Fora do Brasil ou no mar
5708605;Fora do Brasil ou no mar
5709555;Caiu em cidade errada. Esperado: IBGE 210990
5709598;Caiu em cidade errada. Esperado: IBGE 354970
5710081;Caiu em cidade errada. Esperado: IBGE 240810
5710979;Caiu em cidade errada. Esperado: IBGE 355030
5711509;Caiu em cidade errada. Esperado: IBGE 330455
5711576;Caiu em cidade errada. Esperado: IBGE 420820
5711630;Caiu em cidade errada. Esperado: IBGE 291080
5713188;Fora do Brasil ou no mar
5713420;Caiu em cidade errada. Esperado: IBGE 313240
5714869;Fora do Brasil ou no mar
5715105;Caiu em cidade errada. Esperado: IBGE 350570
5715377;Caiu em cidade errada. Esperado: IBGE 317070
5715385;Fora do Brasil ou no mar
5716071;Caiu em cidade errada. Esperado: IBGE 311940
5716128;Fora do Brasil ou no mar
5716519;Caiu em cidade errada. Esperado: IBGE 120060
5718066;Caiu em cidade errada. Esperado: IBGE 420820
5718317;Caiu em cidade errada. Esperado: IBGE 330130
5718457;Fora do Brasil ou no mar
5718562;Fora do Brasil ou no mar
5718902;Fora do Brasil ou no mar
5719011;Caiu em cidade errada. Esperado: IBGE 290790
5719062;Caiu em cidade errada. Esperado: IBGE 290790
5720184;Caiu em cidade errada. Esperado: IBGE 354850
5720508;Caiu em cidade errada. Esperado: IBGE 430350
5720648;Caiu em cidade errada. Esperado: IBGE 211130
5721172;Caiu em cidade errada. Esperado: IBGE 355280
5721717;Caiu em cidade errada. Esperado: IBGE 355280
5722071;Caiu em cidade errada. Esperado: IBGE 355030
5722098;Caiu em cidade errada. Esperado: IBGE 420820
5722500;Caiu em cidade errada. Esperado: IBGE 420820
5722845;Fora do Brasil ou no mar
5722969;Caiu em cidade errada. Esperado: IBGE 355280
5722977;Caiu em cidade errada. Esperado: IBGE 313090
5723515;Fora do Brasil ou no mar
5723566;Caiu em cidade errada. Esperado: IBGE 420890
5724759;Caiu em cidade errada. Esperado: IBGE 355280
5724767;Caiu em cidade errada. Esperado: IBGE 160080
5725003;Caiu em cidade errada. Esperado: IBGE 350760
5725321;Caiu em cidade errada. Esperado: IBGE 354880
5725356;Caiu em cidade errada. Esperado: IBGE 354880
5725674;Caiu em cidade errada. Esperado: IBGE 355280
5726328;Caiu em cidade errada. Esperado: IBGE 250750
5726387;Caiu em cidade errada. Esperado: IBGE 310160
5726557;Fora do Brasil ou no mar
5726603;Caiu em cidade errada. Esperado: IBGE 430645
5726913;Fora do Brasil ou no mar
5726972;Caiu em cidade errada. Esperado: IBGE 330455
5727375;Caiu em cidade errada. Esperado: IBGE 421360
5727529;Caiu em cidade errada. Esperado: IBGE 210255
5727634;Caiu em cidade errada. Esperado: IBGE 260105
5727731;Fora do Brasil ou no mar
5727952;Caiu em cidade errada. Esperado: IBGE 330455
5728479;Caiu em cidade errada. Esperado: IBGE 240810
5728592;Caiu em cidade errada. Esperado: IBGE 240810
5728770;Caiu em cidade errada. Esperado: IBGE 240810
5728851;Caiu em cidade errada. Esperado: IBGE 240810
5729041;Caiu em cidade errada. Esperado: IBGE 354850
5729521;Fora do Brasil ou no mar
5730201;Caiu em cidade errada. Esperado: IBGE 520870
5730465;Fora do Brasil ou no mar
5731658;Caiu em cidade errada. Esperado: IBGE 260400
5732220;Caiu em cidade errada. Esperado: IBGE 432300
5732344;Fora do Brasil ou no mar
5732409;Fora do Brasil ou no mar
5732735;Caiu em cidade errada. Esperado: IBGE 310620
5733286;Caiu em cidade errada. Esperado: IBGE 355250
5733367;Caiu em cidade errada. Esperado: IBGE 354130
5733650;Caiu em cidade errada. Esperado: IBGE 240810
5735408;Fora do Brasil ou no mar
5737761;Fora do Brasil ou no mar
5737834;Fora do Brasil ou no mar
5738202;Caiu em cidade errada. Esperado: IBGE 250320
5738431;Fora do Brasil ou no mar
5738520;Caiu em cidade errada. Esperado: IBGE 211130
5738652;Caiu em cidade errada. Esperado: IBGE 261640
5738709;Caiu em cidade errada. Esperado: IBGE 420670
5738822;Caiu em cidade errada. Esperado: IBGE 354880
5739152;Fora do Brasil ou no mar
5740193;Caiu em cidade errada. Esperado: IBGE 432300
5742021;Fora do Brasil ou no mar
5742420;Caiu em cidade errada. Esperado: IBGE 312900
5743052;Caiu em cidade errada. Esperado: IBGE 421565
5743710;Caiu em cidade errada. Esperado: IBGE 315780
5743907;Caiu em cidade errada. Esperado: IBGE 317057
5743966;Caiu em cidade errada. Esperado: IBGE 355400
5744075;Fora do Brasil ou no mar
5744261;Caiu em cidade errada. Esperado: IBGE 520140
5744881;Caiu em cidade errada. Esperado: IBGE 310620
5745004;Caiu em cidade errada. Esperado: IBGE 412480
5746183;Fora do Brasil ou no mar
5746418;Caiu em cidade errada. Esperado: IBGE 350410
5747406;Caiu em cidade errada. Esperado: IBGE 330020
5747783;Caiu em cidade errada. Esperado: IBGE 354880
5748216;Fora do Brasil ou no mar
5748224;Caiu em cidade errada. Esperado: IBGE 330455
5748232;Caiu em cidade errada. Esperado: IBGE 330455
5748240;Fora do Brasil ou no mar
5748275;Caiu em cidade errada. Esperado: IBGE 330455
5748305;Fora do Brasil ou no mar
5748321;Fora do Brasil ou no mar
5748496;Fora do Brasil ou no mar
5748895;Fora do Brasil ou no mar
5748925;Caiu em cidade errada. Esperado: IBGE 330455
5749069;Caiu em cidade errada. Esperado: IBGE 330455
5749611;Caiu em cidade errada. Esperado: IBGE 410820
5750342;Caiu em cidade errada. Esperado: IBGE 312200
5750350;Caiu em cidade errada. Esperado: IBGE 330455
5750385;Caiu em cidade errada. Esperado: IBGE 355030
5750725;Caiu em cidade errada. Esperado: IBGE 330455
5750784;Caiu em cidade errada. Esperado: IBGE 330455
5750792;Caiu em cidade errada. Esperado: IBGE 330455
5751276;Caiu em cidade errada. Esperado: IBGE 315780
5751640;Caiu em cidade errada. Esperado: IBGE 210920
5751934;Caiu em cidade errada. Esperado: IBGE 355220
5753945;Caiu em cidade errada. Esperado: IBGE 291390
5753953;Caiu em cidade errada. Esperado: IBGE 311010
5754135;Fora do Brasil ou no mar
5754143;Fora do Brasil ou no mar
5754844;Caiu em cidade errada. Esperado: IBGE 355030
5754984;Fora do Brasil ou no mar
5755026;Caiu em cidade errada. Esperado: IBGE 355030
5755042;Caiu em cidade errada. Esperado: IBGE 355030
5755050;Caiu em cidade errada. Esperado: IBGE 355030
5755352;Caiu em cidade errada. Esperado: IBGE 355030
5755603;Caiu em cidade errada. Esperado: IBGE 355030
5755883;Caiu em cidade errada. Esperado: IBGE 355030
5756111;Caiu em cidade errada. Esperado: IBGE 500790
5756669;Caiu em cidade errada. Esperado: IBGE 354130
5757010;Fora do Brasil ou no mar
5757134;Caiu em cidade errada. Esperado: IBGE 352920
5757142;Caiu em cidade errada. Esperado: IBGE 350550
5757673;Caiu em cidade errada. Esperado: IBGE 261160
5757738;Caiu em cidade errada. Esperado: IBGE 317070
5757991;Caiu em cidade errada. Esperado: IBGE 313240
5758858;Caiu em cidade errada. Esperado: IBGE 355030
5758890;Caiu em cidade errada. Esperado: IBGE 355030
5759277;Caiu em cidade errada. Esperado: IBGE 355030
5759684;Fora do Brasil ou no mar
5759714;Caiu em cidade errada. Esperado: IBGE 330330
5759889;Caiu em cidade errada. Esperado: IBGE 432250
5760194;Caiu em cidade errada. Esperado: IBGE 520540
5760909;Fora do Brasil ou no mar
5761999;Caiu em cidade errada. Esperado: IBGE 150553
5762758;Caiu em cidade errada. Esperado: IBGE 330455
5762944;Fora do Brasil ou no mar
5762995;Caiu em cidade errada. Esperado: IBGE 330455
5763053;Caiu em cidade errada. Esperado: IBGE 330390
5763061;Fora do Brasil ou no mar
5763126;Fora do Brasil ou no mar
5763266;Fora do Brasil ou no mar
5763290;Fora do Brasil ou no mar
5763304;Fora do Brasil ou no mar
5763630;Fora do Brasil ou no mar
5763703;Caiu em cidade errada. Esperado: IBGE 354990
5763940;Fora do Brasil ou no mar
5763959;Caiu em cidade errada. Esperado: IBGE 330455
5764017;Caiu em cidade errada. Esperado: IBGE 421360
5764122;Fora do Brasil ou no mar
5764130;Fora do Brasil ou no mar
5764750;Fora do Brasil ou no mar
5764785;Fora do Brasil ou no mar
5764793;Fora do Brasil ou no mar
5764866;Fora do Brasil ou no mar
5764874;Fora do Brasil ou no mar
5764912;Fora do Brasil ou no mar
5764998;Fora do Brasil ou no mar
5765013;Caiu em cidade errada. Esperado: IBGE 330330
5765056;Fora do Brasil ou no mar
5765064;Caiu em cidade errada. Esperado: IBGE 330500
5765811;Caiu em cidade errada. Esperado: IBGE 350570
5766826;Fora do Brasil ou no mar
5766850;Fora do Brasil ou no mar
5767024;Caiu em cidade errada. Esperado: IBGE 260960
5767059;Fora do Brasil ou no mar
5767113;Fora do Brasil ou no mar
5767512;Fora do Brasil ou no mar
5767741;Caiu em cidade errada. Esperado: IBGE 430770
5767792;Fora do Brasil ou no mar
5768772;Fora do Brasil ou no mar
5768780;Fora do Brasil ou no mar
5769965;Caiu em cidade errada. Esperado: IBGE 312900
5770483;Caiu em cidade errada. Esperado: IBGE 320500
5771358;Caiu em cidade errada. Esperado: IBGE 290620
5771455;Fora do Brasil ou no mar
5772052;Caiu em cidade errada. Esperado: IBGE 315780
5772133;Caiu em cidade errada. Esperado: IBGE 354780
5772516;Fora do Brasil ou no mar
5772532;Caiu em cidade errada. Esperado: IBGE 530010
5772656;Caiu em cidade errada. Esperado: IBGE 210300
5772923;Caiu em cidade errada. Esperado: IBGE 521310
5773156;Fora do Brasil ou no mar
5773180;Caiu em cidade errada. Esperado: IBGE 330240
5773202;Fora do Brasil ou no mar
5773474;Fora do Brasil ou no mar
5773709;Fora do Brasil ou no mar
5774497;Caiu em cidade errada. Esperado: IBGE 330455
5774748;Caiu em cidade errada. Esperado: IBGE 330455
5774756;Fora do Brasil ou no mar
5774934;Fora do Brasil ou no mar
5775337;Caiu em cidade errada. Esperado: IBGE 211190
5775736;Fora do Brasil ou no mar
5775752;Caiu em cidade errada. Esperado: IBGE 330455
5775779;Fora do Brasil ou no mar
5775787;Fora do Brasil ou no mar
5776090;Caiu em cidade errada. Esperado: IBGE 311860
5776112;Caiu em cidade errada. Esperado: IBGE 311860
5777054;Fora do Brasil ou no mar
5777453;Fora do Brasil ou no mar
5777496;Fora do Brasil ou no mar
5777577;Fora do Brasil ou no mar
5777585;Fora do Brasil ou no mar
5778468;Fora do Brasil ou no mar
5778549;Fora do Brasil ou no mar
5779472;Fora do Brasil ou no mar
5779499;Caiu em cidade errada. Esperado: IBGE 420140
5780098;Caiu em cidade errada. Esperado: IBGE 313120
5780381;Caiu em cidade errada. Esperado: IBGE 354340
5780659;Fora do Brasil ou no mar
5780721;Fora do Brasil ou no mar
5780748;Fora do Brasil ou no mar
5781450;Caiu em cidade errada. Esperado: IBGE 330455
5781922;Caiu em cidade errada. Esperado: IBGE 240810
5782139;Caiu em cidade errada. Esperado: IBGE 522050
5782228;Caiu em cidade errada. Esperado: IBGE 351880
5782864;Fora do Brasil ou no mar
5783062;Caiu em cidade errada. Esperado: IBGE 350550
5783690;Caiu em cidade errada. Esperado: IBGE 316490
5784174;Fora do Brasil ou no mar
5784247;Caiu em cidade errada. Esperado: IBGE 292150
5785472;Caiu em cidade errada. Esperado: IBGE 330580
5785480;Caiu em cidade errada. Esperado: IBGE 310160
5785960;Caiu em cidade errada. Esperado: IBGE 420820
5786223;Fora do Brasil ou no mar
5786258;Fora do Brasil ou no mar
5786436;Fora do Brasil ou no mar
5786649;Caiu em cidade errada. Esperado: IBGE 280320
5786673;Caiu em cidade errada. Esperado: IBGE 330455
5786770;Caiu em cidade errada. Esperado: IBGE 330455
5786789;Caiu em cidade errada. Esperado: IBGE 330455
5786800;Fora do Brasil ou no mar
5786843;Fora do Brasil ou no mar
5786924;Caiu em cidade errada. Esperado: IBGE 330455
5787157;Fora do Brasil ou no mar
5787483;Caiu em cidade errada. Esperado: IBGE 430700
5787955;Caiu em cidade errada. Esperado: IBGE 330455
5788080;Caiu em cidade errada. Esperado: IBGE 330455
5788374;Caiu em cidade errada. Esperado: IBGE 290990
5788412;Caiu em cidade errada. Esperado: IBGE 354910
5789885;Caiu em cidade errada. Esperado: IBGE 317060
5790352;Caiu em cidade errada. Esperado: IBGE 314610
5791286;Caiu em cidade errada. Esperado: IBGE 420670
5791510;Caiu em cidade errada. Esperado: IBGE 280030
5791707;Caiu em cidade errada. Esperado: IBGE 352920
5791723;Caiu em cidade errada. Esperado: IBGE 160080
5791855;Fora do Brasil ou no mar
5791944;Caiu em cidade errada. Esperado: IBGE 130390
5792630;Fora do Brasil ou no mar
5792673;Fora do Brasil ou no mar
5792916;Caiu em cidade errada. Esperado: IBGE 211070
5792932;Caiu em cidade errada. Esperado: IBGE 211070
5793033;Fora do Brasil ou no mar
5794676;Fora do Brasil ou no mar
5794919;Caiu em cidade errada. Esperado: IBGE 315780
5795052;Caiu em cidade errada. Esperado: IBGE 315780
5795761;Caiu em cidade errada. Esperado: IBGE 230440
5795931;Fora do Brasil ou no mar
5796563;Caiu em cidade errada. Esperado: IBGE 310620
5796725;Caiu em cidade errada. Esperado: IBGE 290390
5797098;Caiu em cidade errada. Esperado: IBGE 420820
5797489;Caiu em cidade errada. Esperado: IBGE 211130
5798507;Caiu em cidade errada. Esperado: IBGE 355400
5800048;Caiu em cidade errada. Esperado: IBGE 240375
5800404;Fora do Brasil ou no mar
5800528;Caiu em cidade errada. Esperado: IBGE 432250
5800811;Caiu em cidade errada. Esperado: IBGE 350570
5801001;Caiu em cidade errada. Esperado: IBGE 350570
5801710;Caiu em cidade errada. Esperado: IBGE 231080
5802075;Fora do Brasil ou no mar
5802709;Caiu em cidade errada. Esperado: IBGE 312650
5802822;Caiu em cidade errada. Esperado: IBGE 291390
5802903;Fora do Brasil ou no mar
5803454;Caiu em cidade errada. Esperado: IBGE 314610
5803780;Caiu em cidade errada. Esperado: IBGE 432250
5803853;Caiu em cidade errada. Esperado: IBGE 350570
5803888;Fora do Brasil ou no mar
5804973;Fora do Brasil ou no mar
5805988;Caiu em cidade errada. Esperado: IBGE 410640
5807182;Fora do Brasil ou no mar
5807689;Caiu em cidade errada. Esperado: IBGE 211130
5807891;Fora do Brasil ou no mar
5808022;Fora do Brasil ou no mar
5808111;Fora do Brasil ou no mar
5809150;Caiu em cidade errada. Esperado: IBGE 316490
5810213;Caiu em cidade errada. Esperado: IBGE 330095
5811872;Fora do Brasil ou no mar
5812119;Fora do Brasil ou no mar
5812976;Fora do Brasil ou no mar
5813263;Fora do Brasil ou no mar
5814332;Caiu em cidade errada. Esperado: IBGE 410690
5814499;Caiu em cidade errada. Esperado: IBGE 261590
5814960;Caiu em cidade errada. Esperado: IBGE 432380
5815207;Caiu em cidade errada. Esperado: IBGE 220810
5815665;Caiu em cidade errada. Esperado: IBGE 312320
5815800;Caiu em cidade errada. Esperado: IBGE 521800
5816009;Caiu em cidade errada. Esperado: IBGE 352690
5816211;Caiu em cidade errada. Esperado: IBGE 260790
5816653;Caiu em cidade errada. Esperado: IBGE 330455
5816750;Fora do Brasil ou no mar
5816947;Caiu em cidade errada. Esperado: IBGE 430700
5817129;Caiu em cidade errada. Esperado: IBGE 420900
5817277;Caiu em cidade errada. Esperado: IBGE 330452
5817285;Caiu em cidade errada. Esperado: IBGE 350920
5817951;Fora do Brasil ou no mar
5817986;Fora do Brasil ou no mar
5818109;Fora do Brasil ou no mar
5818125;Fora do Brasil ou no mar
5818249;Caiu em cidade errada. Esperado: IBGE 520870
5818885;Caiu em cidade errada. Esperado: IBGE 260960
5819091;Caiu em cidade errada. Esperado: IBGE 310620
5819210;Fora do Brasil ou no mar
5819393;Caiu em cidade errada. Esperado: IBGE 421190
5819989;Caiu em cidade errada. Esperado: IBGE 421225
5820235;Caiu em cidade errada. Esperado: IBGE 290750
5820316;Fora do Brasil ou no mar
5820332;Caiu em cidade errada. Esperado: IBGE 330455
5820383;Caiu em cidade errada. Esperado: IBGE 330455
5820421;Fora do Brasil ou no mar
5820545;Fora do Brasil ou no mar
5820626;Caiu em cidade errada. Esperado: IBGE 330455
5820650;Fora do Brasil ou no mar
5820669;Caiu em cidade errada. Esperado: IBGE 330455
5820715;Fora do Brasil ou no mar
5820782;Fora do Brasil ou no mar
5820847;Caiu em cidade errada. Esperado: IBGE 330455
5821355;Caiu em cidade errada. Esperado: IBGE 432250
5821398;Caiu em cidade errada. Esperado: IBGE 421970
5823528;Fora do Brasil ou no mar
5823609;Caiu em cidade errada. Esperado: IBGE 320490
5823757;Caiu em cidade errada. Esperado: IBGE 421190
5823935;Caiu em cidade errada. Esperado: IBGE 350380
5824524;Caiu em cidade errada. Esperado: IBGE 261080
5824826;Fora do Brasil ou no mar
5825679;Caiu em cidade errada. Esperado: IBGE 330395
5826004;Fora do Brasil ou no mar
5826152;Fora do Brasil ou no mar
5826268;Fora do Brasil ou no mar
5826322;Caiu em cidade errada. Esperado: IBGE 411070
5826330;Fora do Brasil ou no mar
5827159;Caiu em cidade errada. Esperado: IBGE 354880
5827531;Fora do Brasil ou no mar
5829380;Fora do Brasil ou no mar
5829674;Caiu em cidade errada. Esperado: IBGE 520870
5829704;Caiu em cidade errada. Esperado: IBGE 420820
5830192;Fora do Brasil ou no mar
5830273;Fora do Brasil ou no mar
5831040;Caiu em cidade errada. Esperado: IBGE 220940
5831067;Fora do Brasil ou no mar
5831326;Fora do Brasil ou no mar
5832616;Caiu em cidade errada. Esperado: IBGE 350650
5832705;Caiu em cidade errada. Esperado: IBGE 220667
5832772;Fora do Brasil ou no mar
5832780;Fora do Brasil ou no mar
5832810;Caiu em cidade errada. Esperado: IBGE 290990
5833515;Caiu em cidade errada. Esperado: IBGE 240810
5833795;Fora do Brasil ou no mar
5833906;Caiu em cidade errada. Esperado: IBGE 315780
5834724;Fora do Brasil ou no mar
5834899;Fora do Brasil ou no mar
5835097;Caiu em cidade errada. Esperado: IBGE 310160
5835402;Caiu em cidade errada. Esperado: IBGE 355030
5835429;Caiu em cidade errada. Esperado: IBGE 130330
5835658;Caiu em cidade errada. Esperado: IBGE 352340
5836352;Caiu em cidade errada. Esperado: IBGE 430390
5836395;Fora do Brasil ou no mar
5837243;Fora do Brasil ou no mar
5837952;Caiu em cidade errada. Esperado: IBGE 432300
5838126;Fora do Brasil ou no mar
5838169;Caiu em cidade errada. Esperado: IBGE 420420
5838320;Caiu em cidade errada. Esperado: IBGE 520140
5838894;Caiu em cidade errada. Esperado: IBGE 280320
5838932;Caiu em cidade errada. Esperado: IBGE 500330
5839084;Caiu em cidade errada. Esperado: IBGE 280320
5839319;Caiu em cidade errada. Esperado: IBGE 261590
5839610;Caiu em cidade errada. Esperado: IBGE 330455
5839645;Fora do Brasil ou no mar
5839866;Caiu em cidade errada. Esperado: IBGE 240050
5840112;Fora do Brasil ou no mar
5840155;Fora do Brasil ou no mar
5840643;Caiu em cidade errada. Esperado: IBGE 350320
5841410;Caiu em cidade errada. Esperado: IBGE 292860
5841976;Caiu em cidade errada. Esperado: IBGE 293010
5842050;Fora do Brasil ou no mar
5842328;Caiu em cidade errada. Esperado: IBGE 420930
5842360;Fora do Brasil ou no mar
5842468;Caiu em cidade errada. Esperado: IBGE 355030
5842808;Caiu em cidade errada. Esperado: IBGE 211120
5843308;Caiu em cidade errada. Esperado: IBGE 330455
5843324;Fora do Brasil ou no mar
5843456;Caiu em cidade errada. Esperado: IBGE 330455
5843502;Caiu em cidade errada. Esperado: IBGE 330455
5843553;Caiu em cidade errada. Esperado: IBGE 330455
5843790;Caiu em cidade errada. Esperado: IBGE 330330
5844088;Caiu em cidade errada. Esperado: IBGE 150795
5844363;Caiu em cidade errada. Esperado: IBGE 354990
5844436;Caiu em cidade errada. Esperado: IBGE 354425
5844509;Fora do Brasil ou no mar
5844908;Caiu em cidade errada. Esperado: IBGE 260600
5844991;Fora do Brasil ou no mar
5845025;Fora do Brasil ou no mar
5845114;Fora do Brasil ou no mar
5845254;Caiu em cidade errada. Esperado: IBGE 313570
5845920;Fora do Brasil ou no mar
5847249;Caiu em cidade errada. Esperado: IBGE 312360
5847443;Caiu em cidade errada. Esperado: IBGE 350900
5847907;Fora do Brasil ou no mar
5848156;Caiu em cidade errada. Esperado: IBGE 211130
5849284;Caiu em cidade errada. Esperado: IBGE 350570
5849535;Caiu em cidade errada. Esperado: IBGE 314750
5849799;Caiu em cidade errada. Esperado: IBGE 310560
5850118;Caiu em cidade errada. Esperado: IBGE 312360
5850304;Caiu em cidade errada. Esperado: IBGE 421360
5850614;Caiu em cidade errada. Esperado: IBGE 290790
5851475;Fora do Brasil ou no mar
5851831;Fora do Brasil ou no mar
5852544;Caiu em cidade errada. Esperado: IBGE 421360
5852560;Caiu em cidade errada. Esperado: IBGE 421360
5853508;Caiu em cidade errada. Esperado: IBGE 210820
5855454;Caiu em cidade errada. Esperado: IBGE 420460
5855667;Caiu em cidade errada. Esperado: IBGE 430100
5855756;Caiu em cidade errada. Esperado: IBGE 352440
5856264;Caiu em cidade errada. Esperado: IBGE 530180
5856612;Caiu em cidade errada. Esperado: IBGE 350210
5856728;Fora do Brasil ou no mar
5856736;Fora do Brasil ou no mar
5856744;Fora do Brasil ou no mar
5857007;Fora do Brasil ou no mar
5857082;Caiu em cidade errada. Esperado: IBGE 330330
5857929;Fora do Brasil ou no mar
5857961;Caiu em cidade errada. Esperado: IBGE 330330
5858232;Fora do Brasil ou no mar
5858380;Caiu em cidade errada. Esperado: IBGE 355030
5859042;Caiu em cidade errada. Esperado: IBGE 355280
5859360;Fora do Brasil ou no mar
5859395;Caiu em cidade errada. Esperado: IBGE 350550
5860377;Fora do Brasil ou no mar
5860938;Fora do Brasil ou no mar
5860970;Fora do Brasil ou no mar
5861179;Fora do Brasil ou no mar
5861411;Fora do Brasil ou no mar
5861705;Caiu em cidade errada. Esperado: IBGE 314610
5862396;Fora do Brasil ou no mar
5862418;Caiu em cidade errada. Esperado: IBGE 420460
5862612;Fora do Brasil ou no mar
5862647;Fora do Brasil ou no mar
5862981;Caiu em cidade errada. Esperado: IBGE 430957
5863414;Caiu em cidade errada. Esperado: IBGE 316490
5863953;Caiu em cidade errada. Esperado: IBGE 421360
5864097;Caiu em cidade errada. Esperado: IBGE 320320
5864380;Caiu em cidade errada. Esperado: IBGE 310160
5864429;Caiu em cidade errada. Esperado: IBGE 351870
5864542;Fora do Brasil ou no mar
5864577;Caiu em cidade errada. Esperado: IBGE 330010
5865123;Fora do Brasil ou no mar
5865573;Caiu em cidade errada. Esperado: IBGE 293220
5865859;Fora do Brasil ou no mar
5866030;Caiu em cidade errada. Esperado: IBGE 354580
5867851;Caiu em cidade errada. Esperado: IBGE 350160
5868491;Caiu em cidade errada. Esperado: IBGE 250750
5868726;Caiu em cidade errada. Esperado: IBGE 261590
5868955;Fora do Brasil ou no mar
5869544;Caiu em cidade errada. Esperado: IBGE 210120
5869943;Caiu em cidade errada. Esperado: IBGE 320280
5869978;Fora do Brasil ou no mar
5871069;Caiu em cidade errada. Esperado: IBGE 211130
5872162;Fora do Brasil ou no mar
5872391;Fora do Brasil ou no mar
5873576;Caiu em cidade errada. Esperado: IBGE 291640
5874947;Caiu em cidade errada. Esperado: IBGE 354880
5875196;Fora do Brasil ou no mar
5875927;Caiu em cidade errada. Esperado: IBGE 160080
5876087;Caiu em cidade errada. Esperado: IBGE 316830
5876869;Fora do Brasil ou no mar
5876877;Fora do Brasil ou no mar
5876982;Fora do Brasil ou no mar
5877121;Caiu em cidade errada. Esperado: IBGE 354880
5877881;Caiu em cidade errada. Esperado: IBGE 330015
5878306;Caiu em cidade errada. Esperado: IBGE 410150
5879302;Caiu em cidade errada. Esperado: IBGE 410180
5879426;Caiu em cidade errada. Esperado: IBGE 355030
5879434;Caiu em cidade errada. Esperado: IBGE 355030
5879760;Caiu em cidade errada. Esperado: IBGE 210232
5880319;Caiu em cidade errada. Esperado: IBGE 412575
5880688;Caiu em cidade errada. Esperado: IBGE 355030
5880890;Caiu em cidade errada. Esperado: IBGE 430535
5880963;Caiu em cidade errada. Esperado: IBGE 421360
5881528;Caiu em cidade errada. Esperado: IBGE 432260
5882028;Caiu em cidade errada. Esperado: IBGE 354880
5882044;Caiu em cidade errada. Esperado: IBGE 354880
5883393;Caiu em cidade errada. Esperado: IBGE 330330
5883431;Caiu em cidade errada. Esperado: IBGE 290460
5883970;Caiu em cidade errada. Esperado: IBGE 355030
5884179;Caiu em cidade errada. Esperado: IBGE 500100
5885078;Caiu em cidade errada. Esperado: IBGE 354880
5885396;Caiu em cidade errada. Esperado: IBGE 150506
5886139;Caiu em cidade errada. Esperado: IBGE 150140
5887070;Caiu em cidade errada. Esperado: IBGE 354670
5887445;Fora do Brasil ou no mar
5887496;Caiu em cidade errada. Esperado: IBGE 314520
5887542;Caiu em cidade errada. Esperado: IBGE 354880
5888328;Fora do Brasil ou no mar
5889057;Caiu em cidade errada. Esperado: IBGE 350760
5889103;Caiu em cidade errada. Esperado: IBGE 350760
5889111;Caiu em cidade errada. Esperado: IBGE 350760
5889669;Fora do Brasil ou no mar
5889707;Caiu em cidade errada. Esperado: IBGE 520140
5890268;Caiu em cidade errada. Esperado: IBGE 291470
5890861;Caiu em cidade errada. Esperado: IBGE 410347
5891183;Caiu em cidade errada. Esperado: IBGE 520140
5891248;Caiu em cidade errada. Esperado: IBGE 211130
5892325;Fora do Brasil ou no mar
5893631;Caiu em cidade errada. Esperado: IBGE 355030
5893658;Caiu em cidade errada. Esperado: IBGE 355030
5895014;Fora do Brasil ou no mar
5895243;Caiu em cidade errada. Esperado: IBGE 355030
5896428;Caiu em cidade errada. Esperado: IBGE 420820
5897009;Fora do Brasil ou no mar
5898021;Fora do Brasil ou no mar
5898684;Caiu em cidade errada. Esperado: IBGE 432260
5898978;Caiu em cidade errada. Esperado: IBGE 353390
5899028;Caiu em cidade errada. Esperado: IBGE 421920
5899818;Caiu em cidade errada. Esperado: IBGE 311860
5899850;Fora do Brasil ou no mar
5899893;Fora do Brasil ou no mar
5900115;Caiu em cidade errada. Esperado: IBGE 210990
5900689;Caiu em cidade errada. Esperado: IBGE 354880
5900794;Caiu em cidade errada. Esperado: IBGE 330330
